animal_id,AnimalName,Breed,Age,Weight,Symptom_Count,Dangerous,Danger_Score,High_Risk_Count,Medium_Risk_Count,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10
17929,goat,nubian,adult,47.40782526982634,3,Yes,0.52,0,0,weight_loss,fever,lethargy,none,none,none,none,none,none,none
17930,parrot,african_grey,senior,413.9601319235098,4,Yes,0.6250000000000001,0,0,loss_of_appetite,lethargy,depression,nystagmus,none,none,none,none,none,none
17931,guinea_pig,abby,adult,54.31523485089871,3,No,0.37,0,0,lethargy,dental_problems,depression,none,none,none,none,none,none,none
17932,hamster,syrian,senior,162.15092985770883,5,No,0.41800000000000004,0,0,wet_tail,sneezing,torticollis,lethargy,inflammation,none,none,none,none,none
17933,chicken,leghorn,adult,405.0702364416867,4,Yes,0.63,0,0,diarrhea,loss_of_appetite,dehydration,anorexia,none,none,none,none,none,none
17934,rabbit,dutch,young,320.8306077678448,6,Yes,0.52,0,0,hair_loss,diarrhea,dehydration,nasal_discharge,pale_gums,skin_rashes,none,none,none,none
17935,cat,maine_coon,young,435.1907815769624,5,Yes,0.6360000000000001,0,0,vomiting,lethargy,depression,dehydration,reproductive_issues,none,none,none,none,none
17936,sheep,suffolk,adult,138.37083326081617,6,Yes,0.5770000000000001,0,0,lameness,fever,lethargy,paralysis,disorientation,loss_of_appetite,none,none,none,none
17937,goat,alpine,senior,243.5569052320985,6,Yes,0.62,0,0,reproductive_issues,fever,lethargy,torticollis,ulcers,skin_rashes,none,none,none,none
17938,guinea_pig,abby,young,361.28158007428823,5,Yes,0.5760000000000001,0,0,weight_loss,lethargy,depression,salivating,head_pressing,none,none,none,none,none
17939,pig,yorkshire,young,224.33965429337567,6,Yes,0.5049999999999999,0,0,loss_of_appetite,coughing,respiratory_distress,anemia,itching,dehydration,none,none,none,none
17940,goat,nubian,senior,222.5130596158111,4,Yes,0.5225,0,0,coughing,reproductive_issues,paresis,dyspnea,none,none,none,none,none,none
17941,turtle,red_eared_slider,senior,408.87085829731933,4,Yes,0.5325,0,0,respiratory_distress,loss_of_appetite,bloating,constipation,none,none,none,none,none,none
17942,cow,angus,senior,220.64641050341487,3,No,0.44,0,0,reproductive_issues,bloating,anorexia,none,none,none,none,none,none,none
17943,cow,angus,adult,495.03474203490265,3,Yes,0.51,0,0,fever,bloating,lethargy,none,none,none,none,none,none,none
17944,duck,muscovy,senior,330.42734828241896,2,Yes,0.635,0,0,respiratory_distress,diarrhea,none,none,none,none,none,none,none,none
17945,horse,thoroughbred,senior,440.980555787422,3,Yes,0.64,0,0,nasal_discharge,fever,lethargy,none,none,none,none,none,none,none
17946,cow,jersey,adult,202.41026507190873,5,No,0.488,0,0,bloating,fever,lethargy,depression,coughing,none,none,none,none,none
17947,pig,duroc,young,422.09483867838196,4,Yes,0.675,0,0,diarrhea,loss_of_appetite,dehydration,wheezing,none,none,none,none,none,none
17948,turkey,narragansett,adult,251.6360694803416,4,Yes,0.5525,0,0,diarrhea,loss_of_appetite,dehydration,deafness,none,none,none,none,none,none
17949,goat,nubian,adult,371.73260353362986,2,No,0.37999999999999995,0,0,reproductive_issues,weight_loss,none,none,none,none,none,none,none,none
17950,turkey,bourbon_red,young,71.69534159193155,5,Yes,0.692,0,0,lethargy,respiratory_distress,depression,rapid_breathing,seizures,none,none,none,none,none
17951,goat,alpine,adult,191.457121333267,6,Yes,0.375,0,0,reproductive_issues,bloating,nasal_discharge,pain,lesions,urination_problems,none,none,none,none
17952,cow,hereford,adult,145.00799135516502,3,No,0.5,0,0,reproductive_issues,fever,lethargy,none,none,none,none,none,none,none
17953,turkey,narragansett,adult,165.74183077499254,2,Yes,0.45999999999999996,0,0,lethargy,respiratory_distress,none,none,none,none,none,none,none,none
17954,turkey,broad_breasted_bronze,young,163.9924361039261,5,Yes,0.5984,0,0,lethargy,loss_of_appetite,depression,paralysis,lameness,none,none,none,none,none
17955,parrot,macaw,young,281.84740966495576,2,No,0.235,0,0,feather_plucking,nasal_discharge,none,none,none,none,none,none,none,none
17956,pig,duroc,adult,142.79028585775657,5,Yes,0.542,0,0,fever,loss_of_appetite,lethargy,cyanosis,torticollis,none,none,none,none,none
17957,rabbit,dutch,senior,376.3988112651567,5,Yes,0.512,0,0,sneezing,hair_loss,joint_pain,abdominal_pain,reproductive_issues,none,none,none,none,none
17958,sheep,suffolk,senior,20.159647677599366,5,Yes,0.58,0,0,weight_loss,coughing,jaundice,ataxia,fever,none,none,none,none,none
17959,sheep,merino,senior,42.74247077681847,4,Yes,0.5,0,0,weight_loss,lameness,tremors,deafness,none,none,none,none,none,none
17960,parrot,cockatoo,young,14.084014433169298,3,Yes,0.48000000000000004,0,0,nasal_discharge,lethargy,depression,none,none,none,none,none,none,none
17961,horse,arabian,young,328.76797115133866,4,Yes,0.53,0,0,weight_loss,colic,malaise,joint_pain,none,none,none,none,none,none
17962,parrot,cockatoo,adult,9.54522447434146,4,No,0.405,0,0,lethargy,feather_plucking,depression,wheezing,none,none,none,none,none,none
17963,dog,bulldog,young,199.4665452984416,5,Yes,0.5960000000000001,0,0,lethargy,coughing,depression,opisthotonos,excessive_thirst,none,none,none,none,none
17964,pig,yorkshire,young,126.45786005025933,4,Yes,0.6300000000000001,0,0,diarrhea,fever,lethargy,dehydration,none,none,none,none,none,none
17965,cat,bengal,senior,238.0837272579922,2,No,0.385,0,0,sneezing,loss_of_appetite,none,none,none,none,none,none,none,none
17966,turtle,red_eared_slider,young,142.98258913934197,2,No,0.28,0,0,swollen_eyes,loss_of_appetite,none,none,none,none,none,none,none,none
17967,parrot,african_grey,young,92.66300954107368,5,Yes,0.5720000000000001,0,0,lethargy,sneezing,depression,dyspnea,colic,none,none,none,none,none
17968,goat,nubian,senior,284.52376773064293,4,Yes,0.5775,0,0,fever,bloating,lethargy,skin_rashes,none,none,none,none,none,none
17969,chicken,rhode_island_red,adult,278.23357289521914,5,Yes,0.358,0,0,nasal_discharge,sneezing,abscesses,pneumonia,lesions,none,none,none,none,none
17970,sheep,merino,adult,30.133286014355598,4,Yes,0.5325,0,0,fever,coughing,lethargy,vomiting,none,none,none,none,none,none
17971,goat,nubian,senior,311.26244201079777,5,Yes,0.608,0,0,reproductive_issues,diarrhea,dehydration,staggering,gasping,none,none,none,none,none
17972,cat,persian,adult,428.1764170280213,2,No,0.355,0,0,loss_of_appetite,hair_loss,none,none,none,none,none,none,none,none
17973,sheep,suffolk,adult,261.5525262140196,5,No,0.44799999999999995,0,0,weight_loss,reproductive_issues,abdominal_pain,deafness,rapid_breathing,none,none,none,none,none
17974,dog,poodle,young,36.58787362197264,5,Yes,0.5820000000000001,0,0,vomiting,lethargy,depression,dehydration,staggering,none,none,none,none,none
17975,pig,hampshire,adult,20.807133322064995,5,No,0.44200000000000006,0,0,lameness,loss_of_appetite,respiratory_distress,twitching,weight_loss,none,none,none,none,none
17976,duck,pekin,senior,277.24650089861194,3,Yes,0.62,0,0,respiratory_distress,diarrhea,dehydration,none,none,none,none,none,none,none
17977,guinea_pig,american,adult,333.04392611733397,2,No,0.23,0,0,hair_loss,sneezing,none,none,none,none,none,none,none,none
17978,turtle,painted_turtle,senior,347.94582841801196,4,No,0.4875,0,0,loss_of_appetite,swollen_eyes,colic,deafness,none,none,none,none,none,none
17979,parrot,african_grey,adult,202.72962986320692,2,No,0.22,0,0,sneezing,nasal_discharge,none,none,none,none,none,none,none,none
17980,turtle,painted_turtle,adult,474.36296742303796,4,No,0.345,0,0,respiratory_distress,swollen_eyes,bad_breath,coughing,none,none,none,none,none,none
17981,cat,ragdoll,senior,89.86672200934547,2,Yes,0.5650000000000001,0,0,vomiting,fever,none,none,none,none,none,none,none,none
17982,guinea_pig,abby,senior,462.9690270563404,3,Yes,0.45,0,0,dental_problems,sneezing,paraplegia,none,none,none,none,none,none,none
17983,rabbit,rex,young,166.79935053932664,4,No,0.425,0,0,hair_loss,loss_of_appetite,dehydration,joint_pain,none,none,none,none,none,none
17984,goat,alpine,young,193.11194062946518,3,Yes,0.49999999999999994,0,0,weight_loss,diarrhea,dehydration,none,none,none,none,none,none,none
17985,cow,holstein,adult,241.41092504441923,2,No,0.385,0,0,reproductive_issues,fever,none,none,none,none,none,none,none,none
17986,sheep,merino,young,259.8350652116815,5,Yes,0.6140000000000001,0,0,coughing,fever,lethargy,paraplegia,lameness,none,none,none,none,none
17987,dog,bulldog,senior,374.4054280193497,2,Yes,0.5599999999999999,0,0,coughing,lethargy,none,none,none,none,none,none,none,none
17988,chicken,leghorn,senior,332.95497751006246,4,Yes,0.6075,0,0,diarrhea,sneezing,dehydration,respiratory_distress,none,none,none,none,none,none
17989,parrot,macaw,adult,364.77509470266705,3,No,0.4099999999999999,0,0,sneezing,nasal_discharge,unconsciousness,none,none,none,none,none,none,none
17990,cat,bengal,young,85.11356747350611,5,No,0.46,0,0,eye_discharge,vomiting,dehydration,deafness,coughing,none,none,none,none,none
17991,goat,boer,adult,392.5752914646592,4,Yes,0.52,0,0,bloating,fever,lethargy,abscesses,none,none,none,none,none,none
17992,guinea_pig,abby,young,266.31146515643434,4,Yes,0.435,0,0,dental_problems,lethargy,depression,headache,none,none,none,none,none,none
17993,dog,bulldog,senior,373.95067720887687,6,Yes,0.79,0,0,lethargy,vomiting,depression,dehydration,bleeding,headache,none,none,none,none
17994,cat,siamese,young,456.3369213159219,3,No,0.5,0,0,lethargy,hair_loss,depression,none,none,none,none,none,none,none
17995,parrot,african_grey,adult,425.1153172215006,4,No,0.3825,0,0,feather_plucking,sneezing,loss_of_appetite,shock,none,none,none,none,none,none
17996,pig,hampshire,adult,432.70979197714877,2,Yes,0.5750000000000001,0,0,vomiting,loss_of_appetite,none,none,none,none,none,none,none,none
17997,parrot,african_grey,senior,399.5214614550061,6,Yes,0.665,0,0,nasal_discharge,lethargy,depression,excessive_thirst,torticollis,coma,none,none,none,none
17998,guinea_pig,american,senior,418.9055870873701,4,Yes,0.6025,0,0,lethargy,sneezing,depression,anorexia,none,none,none,none,none,none
17999,pig,duroc,senior,184.2719807660411,2,Yes,0.655,0,0,loss_of_appetite,vomiting,none,none,none,none,none,none,none,none
18000,sheep,suffolk,senior,217.27100750847944,6,Yes,0.65,0,0,fever,coughing,lethargy,chills,ataxia,twitching,none,none,none,none
18001,horse,quarter_horse,senior,492.72610835865356,3,Yes,0.55,0,0,lameness,colic,disorientation,none,none,none,none,none,none,none
18002,chicken,sussex,adult,171.8787191272922,6,No,0.4,0,0,diarrhea,sneezing,dehydration,discharge,hair_loss,opisthotonos,none,none,none,none
18003,rabbit,flemish_giant,senior,239.29959468787476,2,Yes,0.41500000000000004,0,0,diarrhea,sneezing,none,none,none,none,none,none,none,none
18004,parrot,cockatoo,senior,286.8567437055989,4,Yes,0.555,0,0,lethargy,loss_of_appetite,depression,hair_loss,none,none,none,none,none,none
18005,hamster,dwarf,adult,23.453713944150703,2,No,0.28,0,0,lethargy,sneezing,none,none,none,none,none,none,none,none
18006,sheep,suffolk,young,286.8761278524196,3,Yes,0.56,0,0,fever,lameness,lethargy,none,none,none,none,none,none,none
18007,horse,thoroughbred,senior,483.2777735579854,3,Yes,0.5700000000000001,0,0,weight_loss,colic,disorientation,none,none,none,none,none,none,none
18008,turtle,box_turtle,senior,391.74936996518915,6,Yes,0.63,0,0,swollen_eyes,loss_of_appetite,depression,anemia,coughing,ataxia,none,none,none,none
18009,parrot,macaw,adult,265.18016498153776,5,Yes,0.518,0,0,lethargy,loss_of_appetite,depression,opisthotonos,twitching,none,none,none,none,none
18010,sheep,dorset,young,137.65533197973048,5,No,0.412,0,0,reproductive_issues,weight_loss,salivating,eye_discharge,ascites,none,none,none,none,none
18011,pig,hampshire,young,307.7132317035561,3,Yes,0.52,0,0,diarrhea,lameness,dehydration,none,none,none,none,none,none,none
18012,pig,duroc,senior,129.3750566717052,4,Yes,0.6930000000000001,0,0,coughing,fever,lethargy,paralysis,none,none,none,none,none,none
18013,hamster,syrian,adult,39.56548049194,3,No,0.22000000000000003,0,0,hair_loss,wet_tail,lameness,none,none,none,none,none,none,none
18014,cow,angus,adult,339.76060576107756,3,No,0.42999999999999994,0,0,lameness,reproductive_issues,pale_gums,none,none,none,none,none,none,none
18015,duck,pekin,young,93.09681047209341,6,Yes,0.595,0,0,diarrhea,lethargy,depression,dehydration,anorexia,bloating,none,none,none,none
18016,chicken,leghorn,adult,289.9723842208949,2,No,0.22,0,0,nasal_discharge,sneezing,none,none,none,none,none,none,none,none
18017,turtle,painted_turtle,adult,191.18798687783885,6,No,0.42500000000000004,0,0,swollen_eyes,lethargy,depression,wheezing,muscle_pain,redness,none,none,none,none
18018,horse,quarter_horse,young,87.09847170943195,5,Yes,0.56,0,0,nasal_discharge,fever,lethargy,edema,coughing,none,none,none,none,none
18019,turtle,painted_turtle,adult,94.49707192765935,5,No,0.376,0,0,loss_of_appetite,respiratory_distress,deafness,chills,sneezing,none,none,none,none,none
18020,dog,golden_retriever,senior,143.2823886249659,2,Yes,0.45999999999999996,0,0,coughing,lethargy,none,none,none,none,none,none,none,none
18021,chicken,leghorn,young,322.8630326083007,3,Yes,0.5,0,0,sneezing,lethargy,depression,none,none,none,none,none,none,none
18022,dog,german_shepherd,young,314.12732199453757,4,Yes,0.6100000000000001,0,0,fever,coughing,lethargy,ataxia,none,none,none,none,none,none
18023,cow,hereford,adult,179.9392030770985,4,Yes,0.51,0,0,fever,reproductive_issues,lethargy,swelling,none,none,none,none,none,none
18024,parrot,african_grey,adult,315.57475008051614,5,No,0.49400000000000005,0,0,loss_of_appetite,feather_plucking,hemorrhage,convulsions,gasping,none,none,none,none,none
18025,pig,duroc,adult,285.7526489588818,4,Yes,0.5775,0,0,fever,vomiting,lethargy,dehydration,none,none,none,none,none,none
18026,cow,jersey,senior,157.68991192739122,3,Yes,0.53,0,0,reproductive_issues,dehydration,anemia,none,none,none,none,none,none,none
18027,dog,poodle,adult,217.9299125487916,4,Yes,0.49749999999999994,0,0,lethargy,fever,depression,blindness,none,none,none,none,none,none
18028,guinea_pig,abby,young,440.31799288935724,3,Yes,0.51,0,0,weight_loss,sneezing,coma,none,none,none,none,none,none,none
18029,guinea_pig,american,young,3.672327094757568,5,Yes,0.39399999999999996,0,0,hair_loss,weight_loss,skin_rashes,urination_problems,eye_discharge,none,none,none,none,none
18030,chicken,sussex,senior,203.68507684424043,4,Yes,0.54,0,0,lethargy,sneezing,depression,circling,none,none,none,none,none,none
18031,turkey,broad_breasted_bronze,young,161.36233080113325,3,No,0.38,0,0,swelling,loss_of_appetite,deafness,none,none,none,none,none,none,none
18032,horse,quarter_horse,young,452.6268138549168,6,Yes,0.7000000000000002,0,0,fever,lameness,lethargy,circling,jaundice,convulsions,none,none,none,none
18033,chicken,leghorn,young,193.3272229500573,6,No,0.445,0,0,sneezing,nasal_discharge,redness,deafness,seizures,blindness,none,none,none,none
18034,horse,quarter_horse,adult,269.1229196912908,2,No,0.29500000000000004,0,0,swelling,nasal_discharge,none,none,none,none,none,none,none,none
18035,hamster,syrian,young,22.65189041426377,3,No,0.36,0,0,hair_loss,sneezing,cyanosis,none,none,none,none,none,none,none
18036,hamster,syrian,senior,203.83014247509735,6,Yes,0.53,0,0,weight_loss,sneezing,shock,ascites,excessive_thirst,staggering,none,none,none,none
18037,dog,german_shepherd,adult,240.1874742472447,5,Yes,0.476,0,0,lameness,lethargy,depression,chills,staggering,none,none,none,none,none
18038,parrot,macaw,young,387.4309670162293,2,Yes,0.365,0,0,loss_of_appetite,sneezing,none,none,none,none,none,none,none,none
18039,goat,nubian,adult,114.33548409351047,6,Yes,0.5700000000000001,0,0,fever,diarrhea,lethargy,dehydration,cyanosis,redness,none,none,none,none
18040,turkey,broad_breasted_bronze,senior,284.6284801831221,3,Yes,0.5700000000000001,0,0,lethargy,swelling,depression,none,none,none,none,none,none,none
18041,pig,duroc,young,367.5214779218843,2,Yes,0.6000000000000001,0,0,fever,loss_of_appetite,none,none,none,none,none,none,none,none
18042,duck,pekin,young,216.10656077171433,2,Yes,0.5349999999999999,0,0,diarrhea,respiratory_distress,none,none,none,none,none,none,none,none
18043,hamster,syrian,adult,104.20062559035004,5,No,0.46399999999999997,0,0,lethargy,weight_loss,depression,skin_rashes,circling,none,none,none,none,none
18044,cow,jersey,young,68.86700658077697,4,Yes,0.5774999999999999,0,0,fever,dehydration,lethargy,discharge,none,none,none,none,none,none
18045,goat,alpine,young,161.73552614945496,5,Yes,0.448,0,0,bloating,coughing,unconsciousness,headache,abscesses,none,none,none,none,none
18046,guinea_pig,american,adult,175.9259746616062,4,No,0.32,0,0,sneezing,weight_loss,ulcers,hyperesthesia,none,none,none,none,none,none
18047,goat,nubian,adult,447.8059005041591,6,Yes,0.645,0,0,fever,diarrhea,lethargy,dehydration,eye_discharge,convulsions,none,none,none,none
18048,dog,golden_retriever,adult,475.75835971972214,2,No,0.39499999999999996,0,0,lameness,diarrhea,none,none,none,none,none,none,none,none
18049,dog,labrador,young,349.66761905920544,2,Yes,0.5449999999999999,0,0,loss_of_appetite,lethargy,none,none,none,none,none,none,none,none
18050,parrot,macaw,senior,342.73981101385823,5,Yes,0.708,0,0,loss_of_appetite,lethargy,depression,cyanosis,pale_gums,none,none,none,none,none
18051,dog,poodle,adult,453.4554953196873,4,No,0.3775,0,0,loss_of_appetite,coughing,ascites,hyperesthesia,none,none,none,none,none,none
18052,cow,holstein,young,302.7055213091767,3,Yes,0.5700000000000001,0,0,bloating,fever,lethargy,none,none,none,none,none,none,none
18053,cow,hereford,adult,220.90244746198647,3,No,0.43999999999999995,0,0,lameness,dehydration,cyanosis,none,none,none,none,none,none,none
18054,cat,maine_coon,adult,219.30742793819783,3,No,0.3,0,0,hair_loss,sneezing,fever,none,none,none,none,none,none,none
18055,guinea_pig,abby,young,196.06923439564895,3,No,0.46,0,0,lethargy,hair_loss,depression,none,none,none,none,none,none,none
18056,turkey,broad_breasted_bronze,young,468.06704542932926,4,Yes,0.625,0,0,diarrhea,lethargy,depression,dehydration,none,none,none,none,none,none
18057,horse,thoroughbred,adult,202.27243879814745,4,Yes,0.5075000000000001,0,0,swelling,colic,tremors,convulsions,none,none,none,none,none,none
18058,turkey,broad_breasted_bronze,adult,368.93352788591005,3,No,0.42,0,0,swelling,respiratory_distress,headache,none,none,none,none,none,none,none
18059,chicken,leghorn,adult,53.310243246272506,5,Yes,0.61,0,0,loss_of_appetite,diarrhea,dehydration,torticollis,colic,none,none,none,none,none
18060,rabbit,dutch,senior,350.1167157109952,6,Yes,0.5950000000000001,0,0,diarrhea,hair_loss,dehydration,circling,emaciation,head_pressing,none,none,none,none
18061,dog,poodle,young,118.72850790837292,4,Yes,0.5349999999999999,0,0,lethargy,fever,depression,reproductive_issues,none,none,none,none,none,none
18062,hamster,dwarf,young,434.25070240314864,6,Yes,0.6300000000000001,0,0,lethargy,wet_tail,depression,malaise,coma,jaundice,none,none,none,none
18063,parrot,african_grey,adult,265.93801267351057,4,Yes,0.365,0,0,loss_of_appetite,nasal_discharge,head_pressing,ataxia,none,none,none,none,none,none
18064,pig,duroc,adult,145.21593576194078,4,Yes,0.395,0,0,lameness,vomiting,dehydration,fatigue,none,none,none,none,none,none
18065,goat,nubian,adult,140.5921478200093,5,Yes,0.53,0,0,diarrhea,fever,lethargy,dehydration,flatulence,none,none,none,none,none
18066,chicken,rhode_island_red,senior,164.79493250630597,3,No,0.5,0,0,sneezing,diarrhea,dehydration,none,none,none,none,none,none,none
18067,turtle,box_turtle,adult,486.9635022466578,4,Yes,0.33,0,0,swollen_eyes,loss_of_appetite,disorientation,muscle_pain,none,none,none,none,none,none
18068,guinea_pig,abby,senior,425.3542462226905,2,No,0.35,0,0,hair_loss,sneezing,none,none,none,none,none,none,none,none
18069,hamster,roborovski,adult,84.13561728837021,5,No,0.43399999999999994,0,0,lethargy,sneezing,depression,anorexia,redness,none,none,none,none,none
18070,guinea_pig,abby,adult,89.26474667989096,2,No,0.14500000000000002,0,0,hair_loss,dental_problems,none,none,none,none,none,none,none,none
18071,goat,nubian,senior,467.4685001158298,5,Yes,0.78,0,0,diarrhea,fever,lethargy,dehydration,convulsions,none,none,none,none,none
18072,turkey,broad_breasted_bronze,young,441.1803699521208,2,Yes,0.575,0,0,respiratory_distress,diarrhea,none,none,none,none,none,none,none,none
18073,rabbit,rex,young,404.44497384982924,3,Yes,0.5,0,0,lethargy,hair_loss,depression,none,none,none,none,none,none,none
18074,cat,siamese,young,488.675987113265,3,Yes,0.56,0,0,fever,sneezing,lethargy,none,none,none,none,none,none,none
18075,chicken,sussex,senior,477.92521648653326,5,Yes,0.726,0,0,lethargy,diarrhea,depression,dehydration,colic,none,none,none,none,none
18076,horse,thoroughbred,adult,414.55563081045517,4,No,0.465,0,0,lameness,weight_loss,dehydration,lethargy,none,none,none,none,none,none
18077,turtle,painted_turtle,adult,274.3320555337071,4,No,0.35750000000000004,0,0,shell_rot,loss_of_appetite,convulsions,aggression,none,none,none,none,none,none
18078,rabbit,rex,adult,471.00403702875724,4,Yes,0.4825,0,0,lethargy,hair_loss,depression,infection,none,none,none,none,none,none
18079,guinea_pig,abby,senior,484.43921605846106,3,No,0.39999999999999997,0,0,hair_loss,sneezing,joint_pain,none,none,none,none,none,none,none
18080,sheep,suffolk,adult,38.765501727407745,3,No,0.33,0,0,coughing,lameness,disorientation,none,none,none,none,none,none,none
18081,turkey,bourbon_red,adult,484.3472826895572,6,No,0.48999999999999994,0,0,respiratory_distress,swelling,paresis,fatigue,lethargy,anorexia,none,none,none,none
18082,dog,golden_retriever,senior,324.1048020199645,5,Yes,0.744,0,0,lethargy,diarrhea,depression,dehydration,convulsions,none,none,none,none,none
18083,rabbit,dutch,senior,360.07409377897125,5,Yes,0.63,0,0,lethargy,skin_lesions,depression,weakness,edema,none,none,none,none,none
18084,horse,quarter_horse,senior,231.46835850184968,4,Yes,0.53,0,0,swelling,lameness,hemorrhage,skin_lesions,none,none,none,none,none,none
18085,cat,persian,senior,137.57397018094642,6,Yes,0.685,0,0,lethargy,eye_discharge,depression,joint_pain,nausea,paraplegia,none,none,none,none
18086,parrot,macaw,adult,428.7136239963293,3,No,0.27999999999999997,0,0,feather_plucking,nasal_discharge,edema,none,none,none,none,none,none,none
18087,turtle,box_turtle,young,202.98932842672778,4,Yes,0.335,0,0,shell_rot,swollen_eyes,lethargy,head_pressing,none,none,none,none,none,none
18088,goat,boer,adult,264.766055388997,4,No,0.4175,0,0,reproductive_issues,diarrhea,dehydration,edema,none,none,none,none,none,none
18089,rabbit,dutch,senior,341.9505474697167,3,Yes,0.56,0,0,hair_loss,lethargy,depression,none,none,none,none,none,none,none
18090,parrot,cockatoo,adult,27.037346328060455,5,No,0.46399999999999997,0,0,loss_of_appetite,lethargy,depression,muscle_pain,ulcers,none,none,none,none,none
18091,rabbit,rex,senior,368.8804550430936,3,Yes,0.56,0,0,hair_loss,lethargy,depression,none,none,none,none,none,none,none
18092,cow,holstein,senior,229.4231706933952,5,Yes,0.508,0,0,dehydration,bloating,ascites,weakness,joint_pain,none,none,none,none,none
18093,turkey,broad_breasted_bronze,young,354.837214149391,3,Yes,0.55,0,0,loss_of_appetite,respiratory_distress,emaciation,none,none,none,none,none,none,none
18094,parrot,cockatoo,adult,22.49643392140285,4,No,0.3975000000000001,0,0,lethargy,feather_plucking,depression,skin_lesions,none,none,none,none,none,none
18095,pig,hampshire,young,56.85153217757075,3,No,0.44,0,0,lameness,coughing,cyanosis,none,none,none,none,none,none,none
18096,cow,jersey,senior,173.77454155762294,2,No,0.45999999999999996,0,0,bloating,fever,none,none,none,none,none,none,none,none
18097,parrot,cockatoo,young,420.16652693113855,5,No,0.46399999999999997,0,0,sneezing,loss_of_appetite,respiratory_distress,discharge,muscle_pain,none,none,none,none,none
18098,pig,hampshire,young,380.166087382869,5,No,0.488,0,0,lameness,vomiting,dehydration,bad_breath,weakness,none,none,none,none,none
18099,pig,duroc,senior,174.068142692002,4,Yes,0.6825,0,0,fever,lameness,lethargy,respiratory_distress,none,none,none,none,none,none
18100,chicken,leghorn,adult,11.921971600398392,5,Yes,0.506,0,0,loss_of_appetite,lethargy,depression,circling,opisthotonos,none,none,none,none,none
18101,rabbit,rex,senior,166.3274602232106,6,No,0.455,0,0,skin_lesions,sneezing,headache,flatulence,blindness,urination_problems,none,none,none,none
18102,cow,jersey,young,304.08649602600786,6,Yes,0.6599999999999999,0,0,fever,lameness,lethargy,ascites,swelling,opisthotonos,none,none,none,none
18103,goat,alpine,adult,435.49442551999465,4,No,0.4875,0,0,diarrhea,reproductive_issues,dehydration,dyspnea,none,none,none,none,none,none
18104,turtle,painted_turtle,adult,7.5651838096660216,5,No,0.404,0,0,swollen_eyes,lethargy,depression,ataxia,itching,none,none,none,none,none
18105,chicken,leghorn,adult,335.4621811856396,5,No,0.40399999999999997,0,0,nasal_discharge,sneezing,gasping,hemorrhage,itching,none,none,none,none,none
18106,chicken,sussex,senior,159.7039419317415,3,Yes,0.45999999999999996,0,0,nasal_discharge,loss_of_appetite,anorexia,none,none,none,none,none,none,none
18107,horse,quarter_horse,senior,126.75713078674247,4,Yes,0.47750000000000004,0,0,colic,lameness,deafness,nasal_discharge,none,none,none,none,none,none
18108,guinea_pig,abby,young,205.70479552769714,3,No,0.39999999999999997,0,0,sneezing,weight_loss,emaciation,none,none,none,none,none,none,none
18109,cat,siamese,adult,307.80591562465617,3,No,0.44,0,0,lethargy,hair_loss,depression,none,none,none,none,none,none,none
18110,cat,siamese,senior,203.57927671005754,6,Yes,0.535,0,0,hair_loss,eye_discharge,skin_rashes,seizures,blindness,urination_problems,none,none,none,none
18111,pig,duroc,senior,253.51899603704726,2,Yes,0.685,0,0,diarrhea,vomiting,none,none,none,none,none,none,none,none
18112,horse,quarter_horse,young,352.40088302158966,4,Yes,0.6000000000000001,0,0,nasal_discharge,colic,seizures,pneumonia,none,none,none,none,none,none
18113,chicken,rhode_island_red,senior,401.5418710035731,3,Yes,0.5800000000000001,0,0,lethargy,nasal_discharge,depression,none,none,none,none,none,none,none
18114,hamster,roborovski,young,2.0295969374463834,4,Yes,0.5325,0,0,sneezing,lethargy,depression,colic,none,none,none,none,none,none
18115,duck,muscovy,adult,219.59835975138452,3,Yes,0.47,0,0,lethargy,diarrhea,depression,none,none,none,none,none,none,none
18116,chicken,leghorn,young,290.914954852447,5,Yes,0.6160000000000001,0,0,loss_of_appetite,diarrhea,dehydration,nausea,discharge,none,none,none,none,none
18117,horse,arabian,young,484.4062648773808,5,Yes,0.6800000000000002,0,0,fever,colic,lethargy,flatulence,pain,none,none,none,none,none
18118,cow,angus,senior,450.61209788969927,2,Yes,0.49999999999999994,0,0,reproductive_issues,weight_loss,none,none,none,none,none,none,none,none
18119,pig,hampshire,adult,333.8953517925154,5,Yes,0.6020000000000001,0,0,loss_of_appetite,lameness,nausea,dehydration,disorientation,none,none,none,none,none
18120,turkey,bourbon_red,senior,452.08154685570855,4,Yes,0.66,0,0,respiratory_distress,swelling,hemorrhage,diarrhea,none,none,none,none,none,none
18121,dog,german_shepherd,senior,175.6705361228415,5,Yes,0.6824,0,0,coughing,fever,lethargy,paralysis,hyperesthesia,none,none,none,none,none
18122,turtle,box_turtle,adult,277.41655699121736,6,Yes,0.595,0,0,respiratory_distress,loss_of_appetite,edema,ataxia,fever,dehydration,none,none,none,none
18123,turtle,painted_turtle,young,148.93126742152546,4,No,0.42500000000000004,0,0,loss_of_appetite,shell_rot,chills,bleeding,none,none,none,none,none,none
18124,duck,pekin,senior,367.72201124519137,5,Yes,0.7640000000000001,0,0,diarrhea,loss_of_appetite,dehydration,abdominal_pain,nasal_discharge,none,none,none,none,none
